Rinkimø pavadinimas;Apygardos Nr.;Apygardos pavadinimas;Apylinkës Unikalus Numeris;Apylinkës nr.;Apylinkës pavadinimas;Savivaldybës pavadinimas;Viso rinkëjø sàraðe;"Ið viso balsavo apylinkëje
 (Pat.+Paðt.)";Rinkëjø iki 24 m. (Vyrø);Rinkëjø iki 24 m. (Moterø);Balsavo iki 24 m. (Vyrø);Balsavo iki 24 m. (Moterø);Rinkëjø 25 -  29 m. (Vyrø);Rinkëjø 25 - 29 m. (Moterø);Bals. iki 25 - 29 m. (Vyrø);Bals. iki 25 - 29 m. (Moterø);Rinkëjø 30 -  34 m. (Vyrø);Rinkëjø 30 - 34 m. (Moterø);Bals. iki 30 - 34 m. (Vyrø);Bals. iki 30 - 34 m. (Moterø);Rink. 35 - 44 m. (Vyrø);Rink. 35 - 44 m. (Moterø);Bals. 35 - 44 m. (Vyrø);Bals. 35 - 44 m. (Moterø);Rink. 45 - 54 m. (Vyrø);Rink. 45 - 54 m. (Moterø);Bals. 45 - 54 m. (Vyrø);Bals. 45 - 54 m. (Moterø);Rink. 55 - 64 m. (Vyrø);Rink. 55 - 64 m. (Moterø);Bals. 55 - 64 m. (Vyrø);Bals. 55 - 64 m. (Moterø);Rink. 65 - 74 m. (Vyrø);Rink. 65 - 74 m. (Moterø);Bals. 65 - 74 m. (Vyrø);Bals. 65 - 74 m. (Moterø);Rink. nuo 75 m. (Vyrø);Rink. nuo 75 m. (Moterø);Bals. nuo 75 m. (Vyrø);Bals. nuo 75 m. (Moterø)
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4018;18;Kurkliø;Anykðèiø rajono savivaldybë;418;191;19;16;7;6;20;16;4;5;21;15;1;4;24;18;10;6;45;28;12;9;32;40;23;20;26;28;13;19;21;49;17;35
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4019;19;Kurkliø II k.;Anykðèiø rajono savivaldybë;254;121;9;3;3;3;7;7;1;1;14;9;3;2;17;9;5;5;23;17;11;9;27;24;11;10;22;21;12;13;18;27;13;19
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4020;20;Staðkûniðkio;Anykðèiø rajono savivaldybë;360;164;14;24;5;7;26;13;6;3;13;13;4;1;23;17;11;5;38;29;16;11;37;33;19;16;19;20;14;14;10;31;10;22
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4021;21;Katlëriø;Anykðèiø rajono savivaldybë;293;148;18;13;5;6;13;7;4;5;19;13;6;5;16;12;4;3;26;23;10;17;37;22;22;15;16;26;8;16;8;24;7;15
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4022;22;Skiemoniø;Anykðèiø rajono savivaldybë;385;174;8;10;0;3;21;12;5;2;13;16;5;3;28;19;5;8;32;25;12;9;41;33;21;18;21;42;14;29;16;48;10;30
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4023;23;Maèioniø;Anykðèiø rajono savivaldybë;242;130;5;9;3;5;10;10;4;4;11;7;5;1;18;15;4;5;15;19;7;6;37;30;22;19;18;12;16;10;10;16;8;11
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4025;25;Auleliø;Anykðèiø rajono savivaldybë;313;147;16;19;4;8;14;13;3;3;9;6;3;2;19;12;4;3;30;32;17;14;39;25;19;18;15;11;8;4;15;38;13;24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;33026;26;Raguvos;Panevëþio rajono savivaldybë;909;423;46;27;20;11;39;38;9;13;34;28;8;11;61;53;18;17;94;88;34;43;90;80;42;46;39;69;22;44;35;88;27;58
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4026;26;Svëdasø;Anykðèiø rajono savivaldybë;1154;603;53;41;15;15;47;31;17;12;56;23;18;12;59;49;19;19;112;71;48;27;104;105;51;74;72;94;51;61;70;167;50;114
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;33027;27;Ðilø;Panevëþio rajono savivaldybë;255;126;9;11;3;5;7;8;4;2;14;7;3;2;17;13;5;6;26;14;6;8;32;23;16;14;13;13;7;11;15;33;12;22
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4027;27;Vaitkûnø;Anykðèiø rajono savivaldybë;238;149;9;11;3;2;11;10;4;5;10;7;3;5;16;13;7;7;20;22;12;17;22;20;17;11;14;11;10;10;14;28;12;24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;33028;28;Mieþiðkiø;Panevëþio rajono savivaldybë;606;303;26;23;8;10;26;21;9;6;30;23;12;8;48;33;21;15;65;52;24;27;59;59;32;42;29;38;18;26;21;53;16;29
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4028;28;Troðkûnø;Anykðèiø rajono savivaldybë;1095;442;60;46;10;14;54;31;11;9;49;36;8;6;74;52;23;15;89;95;30;37;121;103;56;48;57;54;26;33;40;134;29;87
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;33029;29;Nevëþio;Panevëþio rajono savivaldybë;534;227;20;25;3;11;35;21;12;5;26;13;7;5;39;35;14;11;54;41;24;17;57;42;22;18;27;34;17;24;22;43;13;24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;33030;30;Trakiðkio;Panevëþio rajono savivaldybë;776;351;37;32;16;11;31;26;8;7;40;32;15;14;64;31;19;14;78;65;39;29;80;74;29;39;45;48;20;31;31;62;20;40
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4030;30;Vaðuokënø;Anykðèiø rajono savivaldybë;149;64;10;5;6;0;12;4;3;1;7;5;2;1;9;4;0;1;17;14;5;4;18;6;8;4;8;5;6;3;6;19;5;15
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4031;31;Surdegio;Anykðèiø rajono savivaldybë;297;144;13;15;5;6;14;11;4;4;15;6;4;1;20;14;7;4;23;21;11;15;34;27;17;16;20;22;11;11;8;34;7;21
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4032;32;Nausodës;Anykðèiø rajono savivaldybë;179;67;10;14;2;4;7;5;1;2;8;5;0;1;21;10;6;3;11;15;2;7;10;15;2;8;13;9;7;5;8;18;5;12
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;33033;33;Dembavos;Panevëþio rajono savivaldybë;2334;1296;112;98;41;54;98;79;36;43;86;106;36;39;208;185;100;101;197;245;103;133;242;253;144;163;102;129;72;94;61;133;49;88
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4033;33;Raguvëlës;Anykðèiø rajono savivaldybë;339;194;16;25;8;15;11;11;3;6;13;10;8;3;31;21;11;13;22;27;12;15;40;33;21;18;12;26;7;22;12;29;9;23
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4034;34;Levaniðkiø;Anykðèiø rajono savivaldybë;257;109;15;14;3;4;11;6;1;2;15;5;2;1;20;12;5;4;19;21;5;10;25;15;9;8;14;19;9;13;15;31;13;20
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;33034;34;Velþio;Panevëþio rajono savivaldybë;2452;1331;106;104;46;50;101;77;42;40;92;90;35;43;195;162;79;85;227;230;108;146;220;247;122;157;159;177;98;113;92;173;62;105
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;33035;35;Liûdynës;Panevëþio rajono savivaldybë;552;270;25;30;8;14;25;14;12;6;24;22;10;8;57;47;21;28;35;40;18;18;52;56;22;31;33;42;19;27;16;34;12;16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4035;35;Traupio;Anykðèiø rajono savivaldybë;375;175;23;19;7;5;22;10;6;3;15;15;5;3;24;16;11;7;28;28;12;11;37;36;18;17;20;27;15;19;14;41;10;26
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;33036;36;Katinø;Panevëþio rajono savivaldybë;528;195;23;28;3;2;25;27;4;10;28;14;7;5;37;30;14;8;43;48;15;17;61;47;25;20;29;31;11;16;18;39;13;25
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4036;36;Andrioniðkio;Anykðèiø rajono savivaldybë;400;206;14;17;6;6;8;7;5;2;8;11;4;6;32;25;13;12;39;37;19;20;41;32;20;18;26;28;13;19;21;54;13;30
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;4037;37;Vieðintø;Anykðèiø rajono savivaldybë;624;308;30;26;7;11;27;20;5;8;33;17;5;5;35;25;12;9;55;55;24;22;56;49;31;32;32;35;22;24;44;85;32;59
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;33038;38;Vadokliø;Panevëþio rajono savivaldybë;775;334;36;36;9;11;36;15;7;7;27;28;5;6;59;43;15;18;78;59;32;24;81;74;43;37;42;44;23;26;34;83;18;53
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );49;Deltuvos ðiaurinë;33039;39;Jotainiø;Panevëþio rajono savivaldybë;630;294;29;24;3;9;26;17;4;6;26;8;7;2;30;32;12;15;68;62;33;33;71;65;39;32;31;44;17;30;26;71;15;37
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40001;1;J. Tumo-Vaiþganto;Rokiðkio rajono savivaldybë;1893;986;92;86;36;38;72;70;21;31;59;56;28;22;85;110;31;49;166;199;83;113;160;221;86;125;98;152;62;96;76;191;55;110
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;23001;1;Adomynës;Kupiðkio rajono savivaldybë;388;189;23;15;6;5;10;10;0;4;10;8;4;4;30;20;10;6;26;28;9;16;55;36;23;27;30;21;18;10;15;51;11;36
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40002;2;Senamiesèio;Rokiðkio rajono savivaldybë;2326;1132;95;101;30;36;81;56;25;19;89;65;31;17;139;137;52;62;236;216;114;116;200;229;99;127;142;179;85;104;114;247;71;144
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;60002;2;Antazavës;Zarasø rajono savivaldybë;433;217;24;18;10;10;19;15;8;8;23;7;7;1;31;18;10;5;42;35;20;20;46;46;20;26;27;23;15;17;15;44;10;30
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40003;3;Mikrorajono;Rokiðkio rajono savivaldybë;1622;844;70;64;26;26;49;46;18;21;47;46;15;19;89;103;39;52;146;182;63;89;99;137;53;78;82;164;39;108;94;204;63;135
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40004;4;J. Tûbelio;Rokiðkio rajono savivaldybë;2396;1234;96;102;40;48;84;78;29;37;85;70;28;34;153;165;59;63;144;226;61;119;217;351;119;201;132;227;82;143;68;198;45;126
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40005;5;Respublikos;Rokiðkio rajono savivaldybë;2444;1204;98;122;38;56;93;91;32;42;88;66;24;23;127;128;38;41;204;281;90;133;208;265;103;148;100;151;54;98;129;293;96;188
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;23005;5;Biliûnø;Kupiðkio rajono savivaldybë;178;75;11;7;0;2;7;6;2;2;8;6;2;1;10;8;4;1;17;23;7;12;15;12;5;4;12;14;9;8;9;13;7;9
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40006;6;Bajorø;Rokiðkio rajono savivaldybë;763;411;32;24;8;8;34;31;10;12;33;33;13;11;56;45;25;28;69;59;28;29;84;90;54;57;43;52;30;38;25;53;18;42
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;23006;6;Juodpënø;Kupiðkio rajono savivaldybë;246;127;6;14;2;3;8;7;0;4;16;15;3;4;22;10;10;3;16;19;10;10;21;19;12;12;16;16;10;10;8;33;7;27
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40007;7;Èedasø;Rokiðkio rajono savivaldybë;175;83;6;10;1;3;14;2;5;1;7;5;1;1;10;9;1;2;19;21;5;13;21;21;14;14;10;5;6;3;3;12;2;11
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40008;8;Kavoliðkio;Rokiðkio rajono savivaldybë;1347;647;43;57;19;15;58;45;25;20;60;52;20;22;126;84;42;35;126;114;62;57;128;139;64;79;75;92;43;54;62;86;37;53
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40009;9;Skemø;Rokiðkio rajono savivaldybë;649;245;17;12;7;5;15;9;4;2;26;17;7;6;52;42;18;18;88;49;32;16;86;70;40;34;44;39;18;16;21;62;3;19
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40010;10;Þiobiðkio;Rokiðkio rajono savivaldybë;434;207;19;19;3;5;14;10;4;3;20;11;7;8;30;25;10;14;46;37;15;21;46;44;28;27;23;24;14;17;16;50;8;23
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;23010;10;Laièiø;Kupiðkio rajono savivaldybë;198;93;19;9;6;1;11;7;3;2;8;5;2;3;9;2;4;1;27;21;8;9;15;18;6;12;10;15;7;11;7;15;5;13
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40011;11;Kazliðkio;Rokiðkio rajono savivaldybë;390;197;26;21;6;12;20;18;5;9;15;9;2;3;24;23;7;11;50;30;29;14;35;36;18;22;16;19;11;12;13;35;11;25
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40012;12;Konstantinavos;Rokiðkio rajono savivaldybë;129;75;5;2;2;1;0;4;0;1;3;4;0;1;15;5;6;3;10;6;5;3;18;13;9;9;13;13;11;10;5;13;4;10
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;23012;12;Migoniø;Kupiðkio rajono savivaldybë;147;77;5;3;3;2;7;4;1;0;5;5;0;2;11;4;3;3;14;14;9;6;15;15;8;9;8;8;5;6;6;23;2;18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40013;13;Obeliø;Rokiðkio rajono savivaldybë;775;348;43;25;16;10;28;29;9;9;26;17;5;5;42;42;8;13;63;67;24;27;84;78;30;36;39;58;22;32;40;94;34;68
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;23013;13;Naiviø;Kupiðkio rajono savivaldybë;284;129;15;12;3;5;8;13;2;5;9;7;2;1;22;14;6;8;29;21;13;9;28;32;13;18;15;20;8;12;12;27;9;15
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40014;14;Pandëlio;Rokiðkio rajono savivaldybë;1274;592;60;57;17;27;60;60;15;17;58;52;11;16;74;50;20;19;114;107;47;56;123;118;53;64;63;87;38;59;50;141;36;97
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;23014;14;Noriûnø;Kupiðkio rajono savivaldybë;1140;431;44;49;8;17;59;39;9;9;42;42;11;9;63;56;16;16;102;104;29;36;110;123;39;65;53;90;29;52;52;112;29;57
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40015;15;Juodupës;Rokiðkio rajono savivaldybë;1371;673;52;59;14;30;57;47;14;13;46;44;12;17;97;68;23;21;88;109;31;47;118;172;53;100;67;104;47;74;63;180;52;125
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40016;16;Juodupës kaimiðkoji;Rokiðkio rajono savivaldybë;876;323;35;30;6;7;34;28;8;6;44;21;9;3;77;46;19;16;94;61;25;20;90;89;38;41;58;61;32;28;28;80;21;44
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;23016;16;Rudiliø;Kupiðkio rajono savivaldybë;376;116;18;15;1;3;23;10;3;3;15;14;5;2;32;17;2;4;34;36;7;8;40;37;15;18;23;22;12;12;10;30;4;17
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40018;18;Lukðtø;Rokiðkio rajono savivaldybë;242;124;15;14;4;5;12;11;2;2;13;9;3;2;14;14;4;8;25;19;14;13;28;23;17;15;9;8;7;6;8;20;6;16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;23018;18;Skapiðkio;Kupiðkio rajono savivaldybë;572;256;39;26;9;4;24;20;4;8;20;15;5;6;44;34;14;19;50;49;19;22;51;49;24;27;21;34;10;23;32;64;21;41
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40019;19;Jûþintø;Rokiðkio rajono savivaldybë;702;320;34;30;10;12;28;23;9;5;31;18;8;2;48;30;15;14;55;51;21;27;75;74;42;40;37;39;21;27;32;97;20;47
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40020;20;Laibgaliø;Rokiðkio rajono savivaldybë;548;253;27;22;7;4;25;13;6;8;24;15;6;4;35;30;9;10;62;64;26;34;55;42;28;25;29;40;16;25;16;49;13;32
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;23021;21;Ðepetos;Kupiðkio rajono savivaldybë;893;328;38;32;10;11;35;33;9;7;38;25;4;11;69;58;16;22;60;81;16;30;83;77;24;32;50;71;29;37;36;107;18;52
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40021;21;Sëlynës;Rokiðkio rajono savivaldybë;263;143;13;10;6;4;15;6;7;2;11;15;4;7;22;24;6;10;24;11;10;9;21;24;16;15;20;17;14;10;12;18;11;12
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40022;22;Kamajø;Rokiðkio rajono savivaldybë;540;231;14;30;4;8;25;25;4;7;37;18;11;10;36;27;11;12;41;50;19;25;45;47;16;25;31;38;20;24;22;54;14;21
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;23022;22;Ðimoniø;Kupiðkio rajono savivaldybë;466;211;30;27;4;7;15;17;3;5;19;12;2;3;25;23;10;5;42;46;15;24;43;40;23;20;25;33;15;20;19;50;16;39
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40023;23;Aukðtakalniø;Rokiðkio rajono savivaldybë;263;129;11;10;5;3;9;15;3;7;13;5;2;1;20;7;2;2;30;21;11;9;26;25;17;18;13;15;10;11;13;30;9;19
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;23023;23;Virbaliðkiø;Kupiðkio rajono savivaldybë;241;113;12;11;3;5;8;9;4;4;11;8;3;3;17;11;6;5;19;21;7;10;25;25;9;17;6;16;3;8;14;28;10;16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40024;24;Duokiðkio;Rokiðkio rajono savivaldybë;190;107;8;8;4;4;9;10;3;5;9;8;6;4;16;11;6;3;20;15;11;9;10;16;5;12;14;8;8;7;9;19;6;14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40025;25;Kalviø;Rokiðkio rajono savivaldybë;302;152;12;11;4;4;15;10;5;6;12;7;6;5;16;13;6;6;23;25;9;11;30;26;16;20;23;18;18;11;14;47;5;20
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40026;26;Salø;Rokiðkio rajono savivaldybë;295;173;8;7;3;2;7;7;2;4;8;11;2;3;27;11;9;7;28;17;14;14;31;27;14;16;13;23;10;17;22;48;19;37
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40027;27;Kriaunø;Rokiðkio rajono savivaldybë;421;167;24;17;9;0;23;20;4;3;19;17;6;3;21;14;4;5;40;49;14;23;55;29;22;14;20;21;12;14;10;42;9;25
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40028;28;Laðø;Rokiðkio rajono savivaldybë;270;114;18;10;4;5;8;8;1;2;17;5;1;0;16;17;3;6;29;29;15;14;21;15;9;7;11;23;5;18;18;25;13;11
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40029;29;Kaireliø;Rokiðkio rajono savivaldybë;230;107;13;10;2;2;8;6;0;1;14;6;2;3;18;15;3;5;29;22;14;12;20;17;9;8;11;15;9;14;6;20;4;19
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40030;30;Pakriauniø;Rokiðkio rajono savivaldybë;181;89;7;9;4;7;8;7;1;1;6;5;2;3;13;7;4;4;20;14;9;5;18;13;9;5;9;15;5;10;7;23;4;16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40031;31;Aleksandravëlës;Rokiðkio rajono savivaldybë;144;69;8;8;5;2;7;11;2;2;7;7;1;3;7;5;0;2;5;10;2;4;14;12;8;9;10;13;6;6;3;17;2;15
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40034;34;Obeliø;Rokiðkio rajono savivaldybë;915;394;42;44;11;18;54;31;14;8;40;21;5;5;62;38;12;14;84;88;17;41;86;78;32;36;48;62;29;38;42;95;33;81
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40035;35;Suvainiðkio;Rokiðkio rajono savivaldybë;188;87;13;7;4;2;9;7;5;1;5;5;1;2;5;8;1;4;21;22;9;14;25;14;11;7;7;11;3;6;6;23;3;14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40037;37;Sriubiðkiø;Rokiðkio rajono savivaldybë;230;110;14;3;4;0;12;7;1;5;12;7;3;3;16;11;3;5;23;21;11;8;23;22;11;14;11;12;5;8;13;23;10;19
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40038;38;Lailûnø;Rokiðkio rajono savivaldybë;248;113;11;7;3;2;10;4;3;0;11;6;4;1;18;19;3;4;23;19;10;8;28;33;17;23;12;15;6;8;11;21;7;14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40040;40;Panemunio;Rokiðkio rajono savivaldybë;269;128;18;18;5;3;8;11;1;2;13;6;3;3;26;20;7;8;14;15;8;6;25;24;10;15;18;19;15;16;13;21;11;15
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40041;41;Stoties;Rokiðkio rajono savivaldybë;683;302;30;27;6;7;24;25;5;10;34;22;7;9;45;36;11;12;65;53;18;23;64;62;29;31;38;33;25;22;36;89;23;64
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai (I turas) ( rinkimø diena 2020-10-11 );50;Sëlos rytinë;40042;42;Panemunëlio;Rokiðkio rajono savivaldybë;353;181;20;16;11;5;22;12;10;4;17;9;3;0;20;16;4;6;35;33;15;16;36;30;22;18;19;18;15;11;16;34;15;26
